"Content type";"Record Number";Acronym;Title;ID;Teaser;Programme;"Start date";"End date";Language;"Available languages";"Last updated";URL
project;30900;;"Capillary electrophoresis with laser-induced fluorescent detection (CE-LIF) as a novel tool in molecular genetic analyses of human disease";BMH4950505;"- To construct an ultrasensitive, compact laser-induced fluorescence (ucLIF) detector for capillary electrophoresis (CE) 
- To optimise the instrument for detection of mutations, and validate the new technology by comparison with conventional techniques based on gel electropho...";"FP4-BIOMED 2";1996-03-01;1999-06-30;en;en;"2001-12-07 00:00:00";https://cordis.europa.eu/project/rcn/30900_en.html
project;32098;VATAM;"VALIDATION OF TELEMATICS APPLICATIONS IN MEDICINE";HC1115;"The purpose of VATAM is to take stock of EU research project validation of health care telematics applications, with a view to enhancing them. Eight projects piloting VATAM may apply its methodologies voluntarily. The initiative will make recommendations to improve validation ...";"FP4-TELEMATICS 2C";1996-01-03;1999-01-02;en;en;"1996-06-24 00:00:00";https://cordis.europa.eu/project/rcn/32098_en.html
project;42666;;"Anionic drug excretion system of lactococcus lactis";FMBI972291;;FP4-TMR;1997-09-01;1999-08-31;en;en;"1997-10-08 00:00:00";https://cordis.europa.eu/project/rcn/42666_en.html
project;92195;HEALTHCOMPETENCE;"Health Competence in Europe";241653;"The results generated through EC funded projects represent a considerable part of health research in Europe. Access to high-quality information on these research activities &amp; results is therefore critical for planning &amp; strategic decision making, and hence strengtheni...";FP7-HEALTH;2009-10-01;2014-09-30;en;en;"2017-05-25 22:22:48";https://cordis.europa.eu/project/rcn/92195_en.html
project;61024;DROMEAS;"A Wearable Platform for the Monitoring of Health Condition and Sport Performance of Athletes and the real-time Prevention of Sport Injuries.";IST-2001-33371;;FP5-IST;2001-08-01;2004-01-31;en;en;"2005-09-05 00:00:00";https://cordis.europa.eu/project/rcn/61024_en.html
project;88879;REPROBESITY;"Search for new therapeutic agents against complicated obesity by reprofiling existing drugs";223713;"Obesity is one of the most serious and fast-growing health problem in the European Union, and a leading cause of diabetes. The main barrier for approval of an anti-obesity drug is the safety requirements. We propose to overcome this barrier by discovering phenotypes and bioma...";FP7-HEALTH;2008-12-01;2012-05-31;en;en;"2017-05-29 21:52:13";https://cordis.europa.eu/project/rcn/88879_en.html
project;97261;SHARE_M4;"Multinational Advancement of Research Infrastructures on Ageing";261982;"This proposal includes all tasks that are essential to maintain the European added value of the Survey of Health, Ageing and Retirement in Europe (SHARE) and to keep the 16 national surveys well integrated. It complements the national financing mode of data collection as resu...";FP7-INFRASTRUCTURES;2011-01-01;2014-12-31;en;en;"2017-05-26 01:53:26";https://cordis.europa.eu/project/rcn/97261_en.html
project;85321;LAMPETRA;"Life-like Artefact for Motor-Postural Experiments and Development of new Control Technologies inspired by Rapid Animal locomotion";216100;"The objective of the LAMPETRA proposal is developing lamprey/salamander bioinspired artefacts to perform neuroscientific studies related to goal-directed locomotion and to find new solutions for high-performance artificial locomotion, in terms of fast-response, adaptability, ...";FP7-ICT;2008-02-01;2011-07-31;en;en;"2017-04-19 01:31:33";https://cordis.europa.eu/project/rcn/85321_en.html
project;84943;DIAGNOSIS;"Development of new and cost effective methods for non-invasive diagnosis of human pathogens";37212;"Infectious diseases continue to be a serious burden around the world, in both developing and industrialised countries.
The present reality is that public health and medical communities are inadequately prepared. We must do more to improve our ability to prevent, detect, and co...";FP6-LIFESCIHEALTH;2007-01-01;2010-02-28;en;en;"2010-10-07 00:00:00";https://cordis.europa.eu/project/rcn/84943_en.html
project;88366;NFFA;"Nanoscience Foundries and Fine Analysis";212348;"We intend to study the feasibility of an European cluster of nanoscience facilities, which will consist of 3-6 Centres closely attached to a number of selected Large Scale Facilities located within Europe (synchrotron radiation sources, neutron scattering sources, high power ...";FP7-INFRASTRUCTURES;2008-06-01;2011-01-31;en;en;"2017-05-30 17:50:15";https://cordis.europa.eu/project/rcn/88366_en.html
project;98328;AVECNET;"African Vector Control:  New Tools";265660;"The AvecNet consortium will develop practical solutions to the current limitations of vector control strategies in Africa using a combination of translationally-aware, state of the art science and end user analysis to ensure successful development and uptake of the new and im...";FP7-HEALTH;2011-02-01;2016-12-31;en;en;"2017-05-26 02:49:42";https://cordis.europa.eu/project/rcn/98328_en.html
project;97714;NOTOX;"Predicting long-term toxic effects using computer models based on systems characterization of organotypic cultures";267038;"NOTOX will develop and establish a spectrum of systems biological tools including experimental and computational methods for i) organotypic human cell cultures suitable for long term toxicity testing and ii) the identification and analysis of pathways of toxicological relevan...";FP7-HEALTH;2011-01-01;2015-12-31;en;en;"2017-05-26 03:09:04";https://cordis.europa.eu/project/rcn/97714_en.html
project;94060;SICA-HF;"Studies Investigating Co-morbidities Aggravating Heart Failure";241558;"Chronic heart failure (CHF) is a massive clinical, social and economic problem. Diabetes and obesity increase the risk of developing CHF. Cachexia is also an ominous sign. In 13 clinical and preclinical research projects, SICA-HF aims to investigate the impact of these co-mor...";FP7-HEALTH;2009-10-01;2014-03-31;en;en;"2017-05-29 18:56:41";https://cordis.europa.eu/project/rcn/94060_en.html
project;79480;ACGT;"Advancing Clinico-Genomic Trials on Cancer: Open Grid Services for Improving Medical Knowledge Discovery";026996;"The completion of the Human Genome Project sparked the development of many new tools for today¿s biomedical researcher to use in finding the mechanism behind disease. While the goal is clear, the path to such discoveries has been fraught with roadblocks in terms of technical,...";FP6-IST;2006-02-01;2010-07-31;en;en;"2017-03-31 23:58:43";https://cordis.europa.eu/project/rcn/79480_en.html
project;96787;CELL-PID;"Advanced Cell-based Therapies for the treatment of Primary ImmunoDeficiency";261387;"Primary immune deficiencies (PID) are inherited disorders of the adaptive and innate immune system marked by severe infections, autoimmunity and high risk of cancer. Treatment entails hematopoietic stem cell (HSC) transplantation from allogeneic donors, however in the absence...";FP7-HEALTH;2010-11-01;2016-04-30;en;en;"2017-05-26 01:42:13";https://cordis.europa.eu/project/rcn/96787_en.html
project;97674;TRANSCAN;"ERA-NET on Translational Cancer Research";266559;"Cancer is a worldwide health burden and a major public health challenge in Europe, responsible for 25% of all deaths; a situation expected to worsen with population ageing. The strengthening of translational cancer research is an urgent need in European cancer research, i.e. ...";FP7-HEALTH;2011-01-01;2014-12-31;en;en;"2017-09-03 09:20:38";https://cordis.europa.eu/project/rcn/97674_en.html
project;88151;"TREAT OA";"Translational Research in Europe – Applied Technologies for Osteoarthritis";200800;"TREAT-OA will address the need for better treatment and diagnostics for osteoarthritis (OA) - the most common cause of disability in Europe. Currently there are no drugs that can cure, reverse or halt the disease. Nor are there yet reliable clinical biochemical markers for di...";FP7-HEALTH;2008-01-01;2013-06-30;en;en;"2017-05-29 11:56:08";https://cordis.europa.eu/project/rcn/88151_en.html
project;100640;EXPLOGEN;"Exploitation of actinomycetes genomics using synthetic and system biology approaches";281623;"""Actinomycetes produce a wealth of important natural products, which play a pivotal role in modern drug-based therapy of various diseases. Recent whole-genome sequencing projects have revealed that the number of biosynthetic gene clusters significantly outnumbers the natural ...";FP7-IDEAS-ERC;2012-01-01;2016-12-31;en;en;"2017-12-04 12:07:59";https://cordis.europa.eu/project/rcn/100640_en.html
project;94445;EUROSTEMCELL;"European Consortium for Communicating Stem Cell Research";241878;"The European Consortium for Communicating Stem Cell Research, EUROSTEMCELL, brings together the major current FP6 and FP7 stem cell projects, the European Clinical Research Infrastructure Network, and four internationally recognized European stem cell centres to develop a com...";FP7-HEALTH;2010-03-01;2015-02-28;en;en;"2018-01-03 08:04:18";https://cordis.europa.eu/project/rcn/94445_en.html
project;95954;HIVERA;"Harmonizing, Integrating and Vitalizing European Research on hiv/Aids";249697;"HIV infection is a major worldwide epidemic threatening public health in all affected countries. Although a wide range of financial support has been successfully dedicated to HIV through national and/or EC-funded programmes, there is still little cooperation between national ...";FP7-HEALTH;2010-05-01;2015-04-30;en;en;"2017-05-29 19:46:10";https://cordis.europa.eu/project/rcn/95954_en.html
project;96783;"ACADEMIC GMP";"The impact of Regulation (EC) No 1394/2007 on the development of Advanced Therapy Medicinal Products (ATMPs): an academic perspective";260773;"Advanced Therapy Medicinal Products (ATMPs) are medicinal products for human use, based on gene therapy, somatic cell therapy or tissue engineering. A rapidly growing area in translational research, they represent the ‘next generation’ of complex medicines for complex disease...";FP7-HEALTH;2010-09-01;2013-05-31;en;en;"2017-07-02 09:04:15";https://cordis.europa.eu/project/rcn/96783_en.html
project;87568;HYPERIMAGE;"Hybrid PET-MR system for concurrent ultra-sensitive imaging";201651;"The HYPERImage project will develop a novel hybrid system for simultaneous whole-body PET/MR imaging for humans. It will advance the required Time-of-Flight (ToF) PET technology, and the software for MR mediated compensation of motion artefacts. The hybrid system will be vali...";FP7-HEALTH;2008-04-01;2011-09-30;en;en;"2017-05-29 12:14:47";https://cordis.europa.eu/project/rcn/87568_en.html
project;88163;PENTA-LABNET;"Paediatric European Network Treatment AIDS Laboratory Network (PENTA LABNET)";201057;"PENTA-LABNET(PL) is a coordination action aimed at improving the range of products and clinical use of antiretrovirals(ARVs) in HIV-infected children in resource-rich and resource-limited countries. This will be achieved through building capacity of laboratories to undertake ...";FP7-HEALTH;2008-05-01;2012-07-31;en;en;"2017-05-30 17:06:43";https://cordis.europa.eu/project/rcn/88163_en.html
project;96690;VECTORIE;"Vector-borne Risks for Europe: Risk assessment and control of West Nile and Chikungunya virus (VECTORIE)";261466;"VECTORIE provides for a multidisciplinary approach combining the expertise of (basic) virology, entomology and advanced vaccinology to monitor the spread of and diagnose, prevent and treat infections caused by West Nile virus (WNV) and Chikungunya virus (CHIKV). VECTORIE ther...";FP7-HEALTH;2010-11-01;2014-01-31;en;en;"2017-05-26 01:44:00";https://cordis.europa.eu/project/rcn/96690_en.html
project;94150;PONTE;"Efficient Patient Recruitment for Innovative Clinical Trials of Existing Drugs to other Indications";247945;"Clinical trials are increasingly considered to be not only a means for evaluating the effectiveness of new medicine and pharmaceutical formulas but also for experimenting on existing drugs and their appliance to new diseases and disorders. Pharmaceutical companies tend to pre...";FP7-ICT;2010-03-01;2013-02-28;en;en;"2017-04-20 02:25:33";https://cordis.europa.eu/project/rcn/94150_en.html
project;92565;SATURN;"Impact of Specific Antibiotic Therapies on the prevalence of hUman host ResistaNt bacteria";241796;"Many results drawn from previous studies of the effect of antibiotic use on emergence, selection and spread of antimicrobial resistance (AMR) have lacked a holistic view combining all aspects into one study. The SATURN project aims to study the impact of antibiotic exposure o...";FP7-HEALTH;2010-01-01;2014-12-31;en;en;"2017-05-29 18:58:53";https://cordis.europa.eu/project/rcn/92565_en.html
project;108061;BIOMECHTOOLS;"Biomechanical diagnostic, pre-planning and outcome tools to improve musculoskeletal surgery";323091;"The aetiology of many musculoskeletal (MS) diseases is related to biomechanical factors. However, the tools to assess the biomechanical condition of patients used by clinicians and researchers are often crude and subjective leading to non-optimal patient analyses and care. In...";FP7-IDEAS-ERC;2013-05-01;2018-04-30;en;en;"2017-05-08 15:53:38";https://cordis.europa.eu/project/rcn/108061_en.html
project;88175;MICROENVIMET;"Understanding and fighting metastasis by modulating the tumour microenvironment through interference with the protease network";201279;"The MICROENVIMET project proposes innovative approaches for building a comprehensive understanding of the interplay between cancer cells and their microenvironment both at primary and secondary sites. The objectives are to identify molecular pathways involved in the regulatio...";FP7-HEALTH;2008-03-01;2012-02-29;en;en;"2017-05-29 12:07:40";https://cordis.europa.eu/project/rcn/88175_en.html
project;97096;OBECAN;"Role of obesity in the development of hepatocellular carcinoma";260464;"Obesity is associated with increased risk for epithelial tumors such as hepatocellular carcinoma (HCC). It is not known, however, whether obesity increases the risk for HCC simply because it promotes cirrhosis, a general risk factor for HCC, or through other mechanisms that o...";FP7-IDEAS-ERC;2010-12-01;2016-11-30;en;en;"2017-05-26 01:31:36";https://cordis.europa.eu/project/rcn/97096_en.html
project;92564;FOCUS;"Fixed Dose Combination drugs for Secondary Cardiovascular Prevention";241559;"Cardiovascular diseases (CVD) are the leading cause of death worldwide, and their incidence is increasing sharply in developing countries. Two insufficiently addressed factors contribute to increased morbidity and mortality, threatening the effectiveness of any health system:...";FP7-HEALTH;2010-07-01;2014-06-30;en;en;"2017-05-25 22:21:30";https://cordis.europa.eu/project/rcn/92564_en.html
project;94265;CARE-MI;"CARDIO REPAIR EUROPEAN MULTIDISCIPLINARY INITIATIVE";242038;"Ischemic Heart Disease (IHD) is the biggest single cause of death in Europe and in the developed world. Angioplasty and stents are successful in re-establishing perfusion of ischemic myocardium and have helped to reduce early mortality after acute myocardial infarction (AMI)....";FP7-HEALTH;2010-04-01;2015-09-30;en;en;"2017-05-29 19:00:23";https://cordis.europa.eu/project/rcn/94265_en.html
project;97035;"CLR SENSING NECROSIS";"Immune Functions of Myeloid Syk-coupled C-type Lectin Receptors Sensing Necrosis";260414;"Necrosis triggers an inflammatory response driven by macrophages that normally contributes to tissue repair but, under certain conditions, can induce a state of chronic inflammation that forms the basis of many diseases. In addition, dendritic cell (DC)-mediated presentation ...";FP7-IDEAS-ERC;2010-12-01;2016-08-31;en;en;"2017-05-26 01:31:05";https://cordis.europa.eu/project/rcn/97035_en.html
project;86607;NeoMark;"ICT Enabled Prediction of Cancer Reoccurrence";224483;"NeoMark will perform research in the integration of heterogeneous clinical, laboratory, molecular and imaging data to develop a data integration environment facilitating multiscale and multilevel modeling, aimed at advancing models and methods currently in use to predict neop...";FP7-ICT;2008-06-01;2011-09-30;en;en;"2017-04-19 01:37:55";https://cordis.europa.eu/project/rcn/86607_en.html
project;94218;"LIVING DONATION";"Living Organ Donation in Europe";242177;"The project on living organ donation in Europe is a coordination action that aims to 1) establish an inventory of living donation practices in Europe, 2) explore and promote living donation as a way to increase organ availability and 3) develop tools that improve the quality ...";FP7-HEALTH;2010-04-01;2012-09-30;en;en;"2017-05-25 22:30:09";https://cordis.europa.eu/project/rcn/94218_en.html
project;97700;EUROCOORD;"European Network of HIV/AIDS Cohort Studies to Coordinate at European and International Level Clinical Research on HIV/AIDS";260694;"Over the past 15 years, EU-funded cohorts and collaborations (EuroSIDA, CASCADE and PENTA), have played a central role in developing our understanding of HIV progression and the effects of ART, enabling European expertise to contribute directly to the advances in patient diag...";FP7-HEALTH;2011-01-01;2015-12-31;en;en;"2017-05-26 01:33:52";https://cordis.europa.eu/project/rcn/97700_en.html
project;85390;EPILEPSIAE;"Evolving Platform for Improving Living Expectation of Patients Suffering from IctAl Events";211713;"Epilepsy is the commonest serious brain disorder in every country, and probably the most universal of all medical disorders. In Europe six million people currently have epilepsy and fifteen million will have epilepsy at some time of their lives. Currently nearly 30% of these ...";FP7-ICT;2008-01-01;2011-12-31;en;en;"2017-04-19 01:22:26";https://cordis.europa.eu/project/rcn/85390_en.html
project;103658;SMW;"Single Molecule Workstation";213717;"This proposal aims at the development and application of an innovative single molecule workstation, enabling advances in the research happening throughout Europe and the rest of the world around the investigation of living cells. By combining three most advanced microscopic t...";FP7-NMP;2008-12-01;2011-11-30;en;en;"2017-05-25 15:24:02";https://cordis.europa.eu/project/rcn/103658_en.html
project;98247;OPTIMUNISE;"Optimising the impact and cost-effectiveness of child health intervention programmes of vaccines and micronutrients in low-income countries";261375;"International child health programmes in low-income countries are justified in term of their impact on child survival. However, the effect estimates are usually calculated from performance indicators and assumptions about efficacy based on small-scale target-specific studies....";FP7-HEALTH;2011-03-01;2016-08-31;en;en;"2017-05-26 01:41:36";https://cordis.europa.eu/project/rcn/98247_en.html
project;106439;MAGNETOGENETICS;"Reverse engineering the vertebrate molecular machinery for magnetic biomineralisation";311552;"In order to understand distributed biological networks and invent effective molecular therapies, we need to be able to image and control molecular processes across entire live organisms. Although an arsenal of genetically encoded fluorescent sensors and light-activated protei...";FP7-IDEAS-ERC;2013-01-01;2017-12-31;en;en;"2017-06-12 09:28:22";https://cordis.europa.eu/project/rcn/106439_en.html
project;98107;CARDIO-IPS;"Induced Pluripotent stem Cells: A Novel Strategy to Study Inherited Cardiac Disorders";260830;"The study of several genetic disorders is hampered by the lack of suitable in vitro human models. We hypothesize that the generation of patient-specific induced pluripotent stem cells (iPSCs) will allow the development of disease-specific in vitro models; yielding new pathoph...";FP7-IDEAS-ERC;2011-03-01;2016-02-29;en;en;"2017-05-29 20:50:20";https://cordis.europa.eu/project/rcn/98107_en.html
project;96818;"KIDNEY CANCER";"Molecular mechanisms underlying control of renal epithelial proliferative homeostasis";260316;"This research grant has two major aspects. The first seeks to understand the molecular and cellular basis of the evolution of clear cell renal cell carcinoma(ccRCC), the most frequent form of kidney cancer. We will utilise an integrated approach based on mouse genetics, the u...";FP7-IDEAS-ERC;2010-12-01;2015-11-30;en;en;"2017-05-29 20:44:05";https://cordis.europa.eu/project/rcn/96818_en.html
project;96689;SIMBA;"Single-Molecule BioAssays at Elevated Concentrations";261162;"In order to advance single-molecule fluorescence spectroscopy to the next level, handling and analysis of single molecules has to become broadly available. A further quantum leap is required to proceed to commercially successful applications such as drug screening and medical...";FP7-IDEAS-ERC;2010-11-01;2016-10-31;en;en;"2017-12-04 12:05:24";https://cordis.europa.eu/project/rcn/96689_en.html
project;101235;MetabolicPolycombics;"Polycomb/Trithorax: Functional EpiGenomics Integrators for Metabolic Disease";281641;"The last decade has seen an explosion of research into the epigenetic regulation of cell biology. Indeed, great efforts have been made to elucidate epigenetic regulation in stem cell biology, development, and within the plastic states of cancer. Current estimates place the pr...";FP7-IDEAS-ERC;2011-12-01;2016-11-30;en;en;"2016-03-17 18:54:48";https://cordis.europa.eu/project/rcn/101235_en.html
project;108306;CCFIB;"Cardiac Control of Fear in Brain";324150;"""Imagine what might be possible if you can turn fear on and off. In exploring the contribution of bodily arousal to emotions, we uncovered a specific mechanism whereby the brain’s processing of threatening / fear stimuli is ‘gated’ by the occurrence of heartbeats: Fear stimul...";FP7-IDEAS-ERC;2013-06-01;2017-05-31;en;en;"2015-03-11 12:42:39";https://cordis.europa.eu/project/rcn/108306_en.html
project;98877;LYVICAM;"Lymphatic Vessels in Inflammation and Cancer Metastasis";268928;"Primary cancers can induce lymphatic vessel growth (lymphangiogenesis), enhancing metastasis to draining lymph nodes (LNs). We found that tumors also induce lymphangiogenesis in draining LNs, leading to increased cancer spread to distal LNs and beyond. Very recently, we found...";FP7-IDEAS-ERC;2011-05-01;2016-04-30;en;en;"2017-05-26 03:36:04";https://cordis.europa.eu/project/rcn/98877_en.html
project;95860;PASSMEMBRANE;"Passive membrane transport of organic compounds";261101;"Passive transport through lipid membranes is ubiquitous and fundamental in living systems. The aim of this proposal is to create novel biotechnological tools to study permeation of organic compounds through lipid membranes and protein pores. In particular, I will focus on str...";FP7-IDEAS-ERC;2010-12-01;2015-06-30;en;en;"2017-05-29 20:48:33";https://cordis.europa.eu/project/rcn/95860_en.html
project;60423;EUROCANNET;"Euroconference on apotosis : clinical application (EUROCANNET)";QLG1-CT-2001-30030;"The proposal is to support the 2001 Euro conference on Apoptosis. Dysfunction of apoptosis (program-med cell death) is involved in many diseases. It became an extremely competitive research area: in 2000, 13.040 apoptosis papers (=25% of all published within 30 years) appeared...";"FP5-LIFE QUALITY";2001-10-01;2002-02-28;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/60423_en.html
project;101005;ENDHOMRET;"Endothelial homeostasis and dysfunction in metabolic-vascular retina disease: The role of endothelial cell-intrinsic and endothelial cell extrinsic inflammatory pathways";281296;"Diabetic retinopathy (DR) is a major cause of blindness in adults and the underlying pathophysiology includes endothelial dysfunction. Endothelial dysfunction is a perturbation of endothelial homeostasis including changes in endothelial barrier integrity, alterations of the e...";FP7-IDEAS-ERC;2011-11-01;2016-12-31;en;en;"2016-12-12 08:25:45";https://cordis.europa.eu/project/rcn/101005_en.html
project;60424;COGENE;"Coordination of genetics research across europe (COGENE)";QLG2-CT-2001-30173;"Despite considerable EU support, a great majority of European research on genomics and human health is funded by national agencies. Currently, this research suffers from fragmentation and lack of co-ordination. In view of creating synergies between existing and planned EU and ...";"FP5-LIFE QUALITY";2002-01-01;2004-06-30;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/60424_en.html
project;64196;SCAVIDIN;"Scavidin: a fusion gene for the treatment of cancer";QLK3-CT-2001-02166;"The main objective of the proposal is to develop a new target-specific delivery system for the treatment of malignant glioma. For that purpose we have cloned a new fusion gene ""Cave-in"" which contains intracellular and membrane-spanning domains of scavenger receptor legated to...";"FP5-LIFE QUALITY";2002-01-01;2004-12-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/64196_en.html
project;88189;RANGER;"Rapid, robust & scaleable platform technology for fully automated reference laboratory grade Polymerase Chain Reaction (PCR) based diagnostics regardless of global setting";201569;"RANGER addresses the HEALTH-2007-2.3.3-4: Innovative point-of-care (POC) diagnostic tests for influenza call by providing a innovative solution to the immediate need for a rapid, robust, cost effective & user friendly POC diagnostic for influenza. We will develop the followin...";FP7-HEALTH;2008-07-01;2011-06-30;en;en;"2017-12-11 09:08:54";https://cordis.europa.eu/project/rcn/88189_en.html
project;78436;MEDRESIN;"Medical Research Initiative South East";18835;"The Specific Support Action ""Medical Research Initiative South East - MedResIn"" has been set up to strengthen scientific & technological interaction and co-operation in biomedical research between the EU and South Eastern Europe, especially the Western Balkan countries.The cle...";FP6-LIFESCIHEALTH;2005-10-01;2007-09-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/78436_en.html
project;60028;CF-PRONET;"Cystic fibrosis: rescue of the function and of the processing of cftr mutants by pharmacological agents and by interacting proteins (CF-PRONET)";QLG1-CT-2001-01005;"Mutations in the Cystic Fibrosis Transmembrane Conductance Regulator (CFTR) affect the maturation and trafficking of the protein in the cell or cause dysfunction of this cell surface expressed chloride channel. To rescue the cells, compounds will be designed capable of correct...";"FP5-LIFE QUALITY";2001-12-01;2004-11-30;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/60028_en.html
project;67278;ELEN-TOOL;"On-line measurement tool for automatic control of must fermentation process in wine industry";QLK1-CT-2002-71086;;"FP5-LIFE QUALITY";2003-01-01;2004-12-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/67278_en.html
project;54810;MOBI-DEV;"Mobi-Dev: mobile devices for healthcare applications";IST-2000-26402;"Mobi-Dev is a European effort which addresses the long standing and increasingly demanding need of health professionals to effectively, accurately, securely, from anywhere, anytime and in user-friendly way communicate with patients' databases located within hospitals, private ...";FP5-IST;2001-01-01;2003-06-30;en;en;"2005-06-13 00:00:00";https://cordis.europa.eu/project/rcn/54810_en.html
project;32094;SEAHORSE;"SUPPORT, EMPOWERMENT AND AWARENESS FOR HIV/AIDS; THE ON-LINE RESEARCH AND SELF-HELP EXCHANGE";HC1111;"SEAHORSE will explore the potential of telematics to help AIDS sufferers, with an emphasis on user-friendly access to practical information for patients and those supporting them. The development of integrated patient records to improve collaboration among professional staff a...";"FP4-TELEMATICS 2C";1996-01-01;1996-12-31;en;en;"1996-06-24 00:00:00";https://cordis.europa.eu/project/rcn/32094_en.html
project;32052;GALEN-IN-USE;"Flexible Clinical Terminology";HC1018;"GALEN-IN-USE is part of a comprehensive European strategy for integrated and open health care information systems. It will support telematics for the promotion of more flexible multilingually-based clinical terminology and classification. It will also highlight the effectivene...";"FP4-TELEMATICS 2C";1996-01-01;1998-12-31;en;en;"1996-06-24 00:00:00";https://cordis.europa.eu/project/rcn/32052_en.html
project;105329;DelCancer;"The role of loss-of-heterozygosity in cancer development and progression";310368;"Somatically acquired loss-of-heterozygosity (LOH) is extremely common in cancer; deletions of recessive cancer genes, miRNAs, and regulatory elements, can confer selective growth advantage, whereas deletions over fragile sites are thought to reflect an increased local rate of...";FP7-IDEAS-ERC;2012-10-01;2017-09-30;en;en;"2016-03-31 13:06:50";https://cordis.europa.eu/project/rcn/105329_en.html
project;34956;PROBDEMO;"DEMONSTRATION OF NUTRITIONAL FUNCTIONALITY OF PROBIOTIC FOODS";FAIR961028;;FP4-FAIR;1996-09-01;2000-02-28;en;en;"1997-01-07 00:00:00";https://cordis.europa.eu/project/rcn/34956_en.html
project;98425;IMMUNO;"Immunogenomics: Mouse to Human Translational Research";260623;"Control over the activation of the immune system is central to the key issues of human health. Autoimmunity, atopy, persistent infections and tumours all share a common root cause in a sub-optimal balance between immune activity and tolerance. At the heart of this balance are...";FP7-IDEAS-ERC;2011-04-01;2016-03-31;en;en;"2017-05-29 20:48:53";https://cordis.europa.eu/project/rcn/98425_en.html
project;53756;NET-EULEP;"Radiobiology Network for Radiation Protection (NET-EULEP)";FIR1-CT-2000-20034;"We want to establish a European radiobiology network, specifically aimed at imp roving the state of radiation protection. The network will be together laboratories concerned with different biological aspects of radiation and dosimetry of internally deposited radionuclides. It ...";"FP5-EAECTP C";2001-01-01;2004-09-30;en;en;"2003-07-03 00:00:00";https://cordis.europa.eu/project/rcn/53756_en.html
project;46633;;"Realistic production and application of coniothyrium minitans as a biocontrol agent - Making solid-state fermentation work";BIO4980083;;"FP4-BIOTECH 2";1998-11-01;2000-10-31;en;en;"1999-04-15 00:00:00";https://cordis.europa.eu/project/rcn/46633_en.html
project;89115;COMBINE;"From flies to humans   combining whole genome screens and tissue specific gene targeting to identify novel pathways involved in cancer and metastases";233407;"Cancer care will be revolutionized over the next decade by the introduction of novel therapeutics that target the underlying molecular mechanisms of the disease. With the advent of human genetics, a plethora of genes have been correlated with human diseases such as cancer the...";FP7-IDEAS-ERC;2009-01-01;2013-12-31;en;en;"2017-05-25 18:46:54";https://cordis.europa.eu/project/rcn/89115_en.html
project;71036;"CONSUMER - FOCUS";"Workshop to catalyse the impact of consumer science, and new consumer scientists on key action 1, and europe";QLK1-CT-2000-30157;"This project is designed to stimulate the contribution of Consumer Science to Key action 1. A database of all active researchers, and ongoing research programmes will be established. The major activity will be a professionally facilitated workshop designed to catalyse a more v...";"FP5-LIFE QUALITY";2001-06-01;2002-02-28;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/71036_en.html
project;72660;INFORMALL;"Communicating about food allergies - information for consumers, regulators and industry";QLK1-CT-2002-02284;"Whilst around 1-2% of European adults have been diagnosed food allergic, perceptions are that it is common, with 1/3 of adults believing they suffer from food allergy. Such concerns and the dangers posed by allergenic foods to the severely allergenic, means provision of good q...";"FP5-LIFE QUALITY";2003-01-01;2005-12-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/72660_en.html
project;51428;"LYSYL-TRNA IN DISEAS";"A functional genomics study of lysyl-trna synthesis as a target for the diagnosis and treatment of microbial infections and mitochondrial myopathies.";QLG2-CT-1999-00660;"Genome sequence data present new avenues to investigate certain diseases. Such studies would be facilitated by the availability of model systems in which to test potential targets. This project is aimed at developing such systems for lysyl-tRNA synthesis, an essential pathway ...";"FP5-LIFE QUALITY";2000-02-01;2003-08-01;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/51428_en.html
project;67467;OLIV-TRACK;"Traceability of origin and authenticity of olive oil by combined genomic and metabolomic approaches";QLK1-CT-2002-02386;"The project concerns the tractability of origin and authenticity of olive oil by genomic and metabolomic approaches. Starting from commercially available cultivars a database will be constructed including all relevant information for science, commerce, marketing and processing...";"FP5-LIFE QUALITY";2003-01-01;2005-12-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/67467_en.html
project;67252;ISLANDS;"Integrated system for long distance psychiatric assistance and non-conventional distributed health services (ISLANDS)";QLG5-CT-2002-01637;"ISLANDS aims to dive lop services to provide modular, non-conventional, remote psychiatric and psychotherapeutic assistance for remote areas. The services will include diagnostic, counselling and therapeutic services for patients (suffering from post-traumatic stress disorders...";"FP5-LIFE QUALITY";2003-01-01;2005-12-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/67252_en.html
